survey_name,survey_version,variable_name,label,required,datatype,value_constraints,source_file,source_directory
Spice Survey,26,etoh_mar_10th,"How many drinks of alcohol did you consume yesterday (one drink is a standard glass of wine, a 12 oz beer, or a shot of hard liquor)?",true,integer,|drinks,survey_data_dictionary_origcopy.csv - Spice Survey.csv,RADx-DHT
